Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
1997-01-15,19,24,8,,,
1997-01-16,19,23,13,,,
1997-01-17,11,15,8,,,
1997-01-18,3,9,-2,,,
1997-01-19,-3,3,-12,,,
1997-01-20,-19,-13,-24,,,
1997-01-21,-27,-24,-29,,,
1997-01-22,-21,-14,-26,,,
1997-01-23,-27,-19,-35,,,
1997-01-24,-11,-6,-18,,,
1997-01-25,-17,-10,-23,,,
1997-01-26,-23,-19,-27,,,
1997-01-27,-23,-10,-27,,,
1997-01-28,-11,1,-22,,,
1997-01-29,-17,-4,-24,,,
1997-01-30,0,21,-15,,,
1997-01-31,17,22,9,,,
1997-02-01,12,19,0,,,
1997-02-02,5,8,2,,,
1997-02-03,-2,,-5,,,
1997-02-04,20,24,12,,,
1997-02-05,25,33,16,,,
1997-02-06,24,34,11,,,
1997-02-07,17,25,3,,,
1997-02-08,9,16,2,,,
1997-02-09,8,21,-6,,,
1997-02-10,0,9,-9,,,
1997-02-11,12,17,2,,,
1997-02-12,-5,4,-13,,,
1997-02-13,-9,-6,-13,,,
1997-02-14,-9,-2,-15,,,
1997-02-15,-8,1,-18,,,
1997-02-16,-2,2,-10,,,
1997-02-17,-7,1,-14,,,
1997-02-18,-4,3,-12,,,
1997-02-19,-4,1,-8,,,
1997-02-20,-1,14,-10,,,
1997-02-21,-6,0,-11,,,
1997-02-22,7,27,-1,,,
1997-02-23,16,31,-1,,,
1997-02-24,17,26,6,,,
1997-02-25,23,27,18,,,
1997-02-26,12,26,-4,,,
1997-02-27,-10,-5,-16,,,
1997-02-28,-16,-9,-22,,,
1997-03-01,-15,-7,-24,,,
1997-03-02,-10,-3,-15,,,
1997-03-03,-12,0,-21,,,
1997-03-04,-9,1,-16,,,
1997-03-05,-11,3,-21,,,
1997-03-06,-11,1,-21,,,
1997-03-07,-10,0,-16,,,
1997-03-08,-11,-2,-16,,,
1997-03-09,-14,-4,-21,,,
1997-03-10,-7,6,-17,,,
1997-03-11,-1,5,-7,,,
1997-03-12,9,15,3,,,
1997-03-13,11,17,6,,,
1997-03-14,11,17,7,,,
1997-03-15,4,11,-4,,,
1997-03-16,-7,-2,-15,,,
1997-03-17,-10,0,-18,,,
1997-03-18,-6,1,-13,,,
1997-03-19,-2,14,-13,,,
1997-03-20,-5,0,-8,,,
1997-03-21,-5,1,-10,,,
1997-03-22,-2,11,-9,,,
1997-03-23,-14,-8,-21,,,
1997-03-24,-12,0,-26,,,
1997-03-25,-5,2,-11,,,
1997-03-26,-7,5,-20,,,
1997-03-27,-8,8,-22,,,
1997-03-28,-7,6,-16,,,
1997-03-29,-5,13,-21,,,
1997-03-30,2,18,-15,,,
1997-03-31,-1,9,-12,,,
1997-04-01,-7,3,-18,,,
1997-04-02,-3,13,-13,,,
1997-04-03,11,20,-3,,,
1997-04-04,19,30,8,,,
1997-04-05,31,43,10,,,
1997-04-06,39,57,29,,,
1997-04-07,37,51,25,,,
1997-04-08,39,47,31,,,
1997-04-09,39,49,31,,,
1997-04-10,37,47,24,,,
1997-04-11,26,44,13,,,
1997-04-12,14,23,5,,,
1997-04-13,18,27,4,,,
1997-04-14,8,16,-8,,,
1997-04-15,10,16,3,,,
1997-04-16,13,21,8,,,
1997-04-17,9,19,-4,,,
1997-04-18,5,21,-11,,,
1997-04-19,10,20,-1,,,
1997-04-20,12,22,-3,,,
1997-04-21,13,29,-4,,,
1997-04-22,23,40,4,,,
1997-04-23,21,34,15,,,
1997-04-24,37,50,18,,,
1997-04-25,41,51,27,,,
1997-04-26,44,53,34,,,
1997-04-27,44,52,35,,,
1997-04-28,45,56,40,,,
1997-04-29,36,39,33,,,
1997-04-30,41,55,32,,,
1997-05-01,41,54,30,,,
1997-05-02,39,51,29,,,
1997-05-03,39,49,29,,,
1997-05-04,34,44,22,,,
1997-05-05,21,26,11,,,
1997-05-06,20,30,7,,,
1997-05-07,31,46,13,,,
1997-05-08,30,39,18,,,
1997-05-09,26,39,13,,,
1997-05-10,38,55,14,,,
1997-05-11,43,49,37,,,
1997-05-12,47,57,38,,,
1997-05-13,47,57,36,,,
1997-05-14,42,50,34,,,
1997-05-15,42,51,33,,,
1997-05-16,42,54,29,,,
1997-05-17,46,53,39,,,
1997-05-18,44,54,37,,,
1997-05-19,49,58,38,,,
1997-05-20,52,59,46,,,
1997-05-21,47,58,38,,,
1997-05-22,39,46,33,,,
1997-05-23,36,44,27,,,
1997-05-24,31,40,27,,,
1997-05-25,39,51,24,,,
1997-05-26,47,56,34,,,
1997-05-27,51,59,37,,,
1997-05-28,60,68,46,,,
1997-05-29,51,64,25,,,
1997-05-30,26,31,22,,,
1997-05-31,33,43,20,,,
1997-06-01,40,49,28,,,
1997-06-02,39,44,32,,,
1997-06-03,50,65,32,,,
1997-06-04,59,69,45,,,
1997-06-05,64,74,49,,,
1997-06-06,58,67,50,,,
1997-06-07,53,61,43,,,
1997-06-08,54,64,41,,,
1997-06-09,56,66,47,,,
1997-06-10,46,48,45,,,
1997-06-11,55,66,45,,,
1997-06-12,60,72,50,,,
1997-06-13,55,64,50,,,
1997-06-14,49,50,47,,,
1997-06-15,47,50,44,,,
1997-06-16,54,63,45,,,
1997-06-17,52,60,46,,,
1997-06-18,59,66,48,,,
1997-06-19,61,69,50,,,
1997-06-20,57,65,51,,,
1997-06-21,55,63,50,,,
1997-06-22,57,68,47,,,
1997-06-23,53,62,41,,,
1997-06-24,58,69,47,,,
1997-06-25,66,72,56,,,
1997-06-26,55,67,40,,,
1997-06-27,56,68,45,,,
1997-06-28,50,59,41,,,
1997-06-29,58,70,40,,,
1997-06-30,67,75,56,,,
1997-07-01,71,78,62,,,
1997-07-02,66,76,51,,,
1997-07-03,57,66,48,,,
1997-07-04,58,67,45,,,
1997-07-05,62,71,48,,,
1997-07-06,60,67,52,,,
1997-07-07,50,59,41,,,
1997-07-08,54,68,40,,,
1997-07-09,57,64,51,,,
1997-07-10,59,65,49,,,
1997-07-11,60,70,51,,,
1997-07-12,55,60,50,,,
1997-07-13,55,68,45,,,
1997-07-14,56,63,49,,,
1997-07-15,58,66,49,,,
1997-07-16,58,67,51,,,
1997-07-17,61,70,51,,,
1997-07-18,61,72,50,,,
1997-07-19,60,68,54,,,
1997-07-20,58,64,52,,,
1997-07-21,57,70,49,,,
1997-07-22,66,70,59,,,
1997-07-23,61,68,56,,,
1997-07-24,64,74,54,,,
1997-07-25,62,71,53,,,
1997-07-26,56,63,50,,,
1997-07-27,54,59,40,,,
1997-07-28,43,52,37,,,
1997-07-29,47,55,34,,,
1997-07-30,51,61,41,,,
1997-07-31,60,76,41,,,
1997-08-01,61,67,54,,,
1997-08-02,58,69,49,,,
1997-08-03,62,70,52,,,
1997-08-04,61,67,57,,,
1997-08-05,66,75,56,,,
1997-08-06,57,64,47,,,
1997-08-07,56,65,44,,,
1997-08-08,57,61,51,,,
1997-08-09,57,65,49,,,
1997-08-10,60,68,46,,,
1997-08-11,60,68,52,,,
1997-08-12,59,66,52,,,
1997-08-13,52,58,47,,,
1997-08-14,52,56,47,,,
1997-08-15,55,63,47,,,
1997-08-16,49,52,45,,,
1997-08-17,44,46,41,,,
1997-08-18,38,44,31,,,
1997-08-19,43,51,35,,,
1997-08-20,46,54,36,,,
1997-08-21,47,52,43,,,
1997-08-22,53,61,47,,,
1997-08-23,54,63,47,,,
1997-08-24,53,63,47,,,
1997-08-25,50,55,45,,,
1997-08-26,51,64,43,,,
1997-08-27,47,50,41,,,
1997-08-28,44,50,38,,,
1997-08-29,42,47,37,,,
1997-08-30,47,60,35,,,
1997-08-31,54,60,49,,,
1997-09-01,50,58,44,,,
1997-09-02,48,55,41,,,
1997-09-03,46,52,40,,,
1997-09-04,47,57,39,,,
1997-09-05,46,54,39,,,
1997-09-06,42,49,35,,,
1997-09-07,42,54,30,,,
1997-09-08,44,49,40,,,
1997-09-09,44,57,36,,,
1997-09-10,47,55,35,,,
1997-09-11,46,53,39,,,
1997-09-12,42,54,33,,,
1997-09-13,42,45,39,,,
1997-09-14,41,49,36,,,
1997-09-15,41,53,32,,,
1997-09-16,38,51,29,,,
1997-09-17,43,52,33,,,
1997-09-18,42,50,38,,,
1997-09-19,38,46,34,,,
1997-09-20,40,50,32,,,
1997-09-21,42,52,36,,,
1997-09-22,37,41,32,,,
1997-09-23,42,52,36,,,
1997-09-24,52,63,37,,,
1997-09-25,45,50,40,,,
1997-09-26,38,48,27,,,
1997-09-27,32,41,25,,,
1997-09-28,32,39,28,,,
1997-09-29,33,37,30,,,
1997-09-30,32,41,27,,,
1997-10-01,29,34,26,,,
1997-10-02,28,31,26,,,
1997-10-03,27,31,24,,,
1997-10-04,27,30,24,,,
1997-10-05,27,31,26,,,
1997-10-06,23,27,11,,,
1997-10-07,12,23,5,,,
1997-10-08,17,23,11,,,
1997-10-09,22,24,19,,,
1997-10-10,18,19,17,,,
1997-10-11,15,17,13,,,
1997-10-12,9,13,7,,,
1997-10-14,5,11,0,,,
1997-10-15,2,8,-4,,,
1997-10-16,3,8,-4,,,
1997-10-17,6,8,5,,,
1997-10-18,4,8,0,,,
1997-10-21,11,11,11,,,
1997-10-24,0,6,-3,,,
1997-10-25,-1,8,-5,,,
1997-10-26,10,12,8,,,
1997-10-27,9,13,,,,
1997-10-28,0,,-6,,,
1997-10-29,1,5,-5,,,
1997-10-30,5,7,2,,,
1997-10-31,4,6,2,,,
1997-11-01,1,6,-3,,,
1997-11-02,-4,-2,-6,,,
1997-11-03,-1,3,-3,,,
1997-11-04,12,22,0,,,
1997-11-05,22,22,21,,,
1997-11-06,20,22,17,,,
1997-11-07,22,28,15,,,
1997-11-08,22,27,13,,,
1997-11-09,31,39,13,,,
1997-11-10,33,40,23,,,
1997-11-11,33,37,27,,,
1997-11-12,29,32,27,,,
1997-11-13,24,30,8,,,
1997-11-14,12,14,7,,,
1997-11-15,6,10,0,,,
1997-11-16,4,8,-3,,,
1997-11-17,-9,2,-13,,,
1997-11-18,0,4,-11,,,
1997-11-19,2,8,-6,,,
1997-11-20,-2,2,-6,,,
1997-11-21,4,11,-5,,,
1997-11-22,13,19,1,,,
1997-11-23,1,4,0,,,
1997-11-24,-2,6,-9,,,
1997-11-25,-6,-4,-10,,,
1997-11-26,-16,,-20,,,
1997-11-27,-1,6,,,,
1997-11-28,-7,-2,-11,,,
1997-11-29,6,19,-11,,,
1997-11-30,-13,-12,-15,,,
1997-12-01,-7,0,-15,,,
1997-12-02,3,4,0,,,
1997-12-03,-1,5,-8,,,
1997-12-04,1,5,-3,,,
1997-12-05,15,21,5,,,
1997-12-06,18,19,16,,,
1997-12-07,12,19,4,,,
1997-12-08,13,19,10,,,
1997-12-09,4,10,0,,,
1997-12-10,2,9,-3,,,
1997-12-11,4,11,-1,,,
1997-12-12,5,17,-3,,,
1997-12-13,-2,2,-7,,,
1997-12-14,-15,-7,-23,,,
1997-12-15,-17,-11,-24,,,
1997-12-16,-12,-9,-16,,,
1997-12-17,-17,-15,-21,,,
1997-12-18,-21,,-22,,,
1997-12-19,-7,-5,,,,
1997-12-20,-16,-9,-21,,,
1997-12-21,-25,-22,-30,,,
1997-12-22,-16,-13,-22,,,
1997-12-25,-9,-9,-9,,,
1997-12-26,-7,-5,-11,,,
1997-12-27,-16,-10,-21,,,
1997-12-28,-17,-17,-17,,,
1997-12-29,-15,-15,,,,
1997-12-30,-22,-19,-26,,,
1997-12-31,-27,-24,,,,
1998-01-01,-34,,-35,,,
1998-01-02,-33,,-34,,,
1998-01-03,-20,-18,,,,
1998-01-04,-22,-21,-24,,,
1998-01-09,0,,-5,,,
1998-01-10,6,6,,,,
1998-01-14,-23,-23,-24,,,
1998-01-15,-27,-25,-29,,,
1998-01-16,-30,,-31,,,
1998-01-17,-16,-16,,,,
1998-01-18,-18,-15,-20,,,
1998-01-19,-17,-14,-19,,,
1998-01-20,-21,-19,-24,,,
1998-01-21,-23,-22,-26,,,
1998-01-26,-13,-8,-17,,,
1998-01-27,-7,-5,-10,,,
1998-01-28,-7,-7,-7,,,
1998-01-31,18,23,12,,,
1998-02-01,20,28,2,,,
1998-02-02,5,12,0,,,
1998-02-03,3,11,-2,,,
1998-02-04,-2,4,-4,,,
1998-02-05,12,30,-3,,,
1998-02-06,2,13,-7,,,
1998-02-07,-3,6,-14,,,
1998-02-08,-7,-1,-15,,,
1998-02-09,-12,-9,-16,,,
1998-02-10,-12,-9,-17,,,
1998-02-11,-16,,-17,,,
1998-02-12,-7,0,,,,
1998-02-13,-7,-5,-10,,,
1998-02-14,-14,-9,-23,,,
1998-02-15,-17,-6,-24,,,
1998-02-16,-18,-16,-22,,,
1998-02-17,-22,-10,-29,,,
1998-02-18,-14,-3,-26,,,
1998-02-19,-9,-1,-17,,,
1998-02-20,-14,-9,-19,,,
1998-02-21,-10,2,-17,,,
1998-02-22,2,15,-13,,,
1998-02-23,17,31,2,,,
1998-02-24,-7,1,-12,,,
1998-02-25,8,19,-8,,,
1998-02-26,17,24,11,,,
1998-02-27,12,20,6,,,
1998-02-28,7,12,1,,,
1998-03-01,6,16,2,,,
1998-03-02,2,8,-3,,,
1998-03-03,0,6,-4,,,
1998-03-04,3,17,-7,,,
1998-03-05,-14,-3,-23,,,
1998-03-06,-12,3,-19,,,
1998-03-07,-7,6,-16,,,
1998-03-08,2,17,-10,,,
1998-03-09,7,14,1,,,
1998-03-10,4,17,-5,,,
1998-03-11,-2,11,-13,,,
1998-03-12,9,23,-7,,,
1998-03-13,14,30,5,,,
1998-03-14,7,19,0,,,
1998-03-15,14,31,-2,,,
1998-03-16,27,35,20,,,
1998-03-17,29,39,16,,,
1998-03-18,27,39,13,,,
1998-03-19,35,44,29,,,
1998-03-20,32,41,25,,,
1998-03-21,37,47,29,,,
1998-03-22,30,43,20,,,
1998-03-23,29,42,16,,,
1998-03-24,19,31,12,,,
1998-03-25,15,27,9,,,
1998-03-26,9,19,2,,,
1998-03-27,14,20,1,,,
1998-03-28,16,25,7,,,
1998-03-29,17,30,7,,,
1998-03-30,9,13,1,,,
1998-03-31,10,20,0,,,
1998-04-01,19,35,3,,,
1998-04-02,30,39,20,,,
1998-04-03,30,40,18,,,
1998-04-04,35,43,27,,,
1998-04-05,30,42,19,,,
1998-04-06,30,43,16,,,
1998-04-07,36,52,21,,,
1998-04-08,33,38,29,,,
1998-04-09,31,39,25,,,
1998-04-10,33,43,23,,,
1998-04-11,32,44,20,,,
1998-04-12,32,38,27,,,
1998-04-13,35,42,26,,,
1998-04-14,38,46,29,,,
1998-04-15,42,50,36,,,
1998-04-16,38,45,32,,,
1998-04-17,42,51,34,,,
1998-04-18,42,51,36,,,
1998-04-19,44,55,34,,,
1998-04-20,42,49,32,,,
1998-04-21,34,46,29,,,
1998-04-22,38,47,31,,,
1998-04-23,38,48,,,,
1998-04-24,21,,14,,,
1998-04-25,15,23,3,,,
1998-04-26,14,26,-1,,,
1998-04-27,31,43,9,,,
1998-04-28,40,47,35,,,
1998-04-29,37,43,26,,,
1998-04-30,30,39,23,,,
1998-05-01,34,40,26,,,
1998-05-02,35,45,30,,,
1998-05-03,32,37,27,,,
1998-05-04,30,37,21,,,
1998-05-05,31,42,16,,,
1998-05-06,36,46,28,,,
1998-05-07,33,41,25,,,
1998-05-08,42,49,33,,,
1998-05-09,45,51,39,,,
1998-05-10,44,50,37,,,
1998-05-11,39,45,34,,,
1998-05-12,35,42,30,,,
1998-05-13,37,45,28,,,
1998-05-14,37,43,32,,,
1998-05-15,46,55,31,,,
1998-05-16,50,56,43,,,
1998-05-17,47,57,40,,,
1998-05-18,50,63,35,,,
1998-05-19,47,57,40,,,
1998-05-20,43,54,32,,,
1998-05-21,43,53,30,,,
1998-05-22,46,53,41,,,
1998-05-23,58,62,48,,,
1998-05-24,58,65,44,,,
1998-05-25,64,73,54,,,
1998-05-26,57,65,49,,,
1998-05-27,65,74,50,,,
1998-05-28,63,71,55,,,
1998-05-29,59,69,50,,,
1998-05-30,58,67,47,,,
1998-05-31,51,59,45,,,
1998-06-01,53,60,43,,,
1998-06-02,48,51,41,,,
1998-06-03,49,57,41,,,
1998-06-04,52,64,39,,,
1998-06-05,52,58,46,,,
1998-06-06,59,67,49,,,
1998-06-07,62,69,55,,,
1998-06-08,63,73,55,,,
1998-06-09,49,56,45,,,
1998-06-10,43,45,37,,,
1998-06-11,50,62,35,,,
1998-06-12,53,65,42,,,
1998-06-13,52,61,46,,,
1998-06-14,58,65,45,,,
1998-06-15,59,67,51,,,
1998-06-16,56,63,48,,,
1998-06-17,52,58,46,,,
1998-06-18,52,60,44,,,
1998-06-19,60,70,47,,,
1998-06-20,57,67,49,,,
1998-06-21,57,67,49,,,
1998-06-22,47,50,45,,,
1998-06-23,50,57,40,,,
1998-06-24,51,63,36,,,
1998-06-25,56,67,44,,,
1998-06-26,48,54,44,,,
1998-06-27,53,60,46,,,
1998-06-28,65,74,52,,,
1998-06-29,70,79,60,,,
1998-06-30,71,81,61,,,
1998-07-01,70,81,58,,,
1998-07-02,61,71,52,,,
1998-07-03,62,72,50,,,
1998-07-04,70,81,56,,,
1998-07-05,74,84,62,,,
1998-07-06,68,80,58,,,
1998-07-07,55,60,50,,,
1998-07-08,54,64,45,,,
1998-07-09,55,67,40,,,
1998-07-10,59,70,48,,,
1998-07-11,58,67,52,,,
1998-07-12,55,58,52,,,
1998-07-13,57,64,49,,,
1998-07-14,63,72,50,,,
1998-07-15,71,79,57,,,
1998-07-16,68,78,56,,,
1998-07-17,58,66,52,,,
1998-07-18,57,67,47,,,
1998-07-19,66,76,53,,,
1998-07-20,68,81,56,,,
1998-07-21,69,74,61,,,
1998-07-22,62,65,58,,,
1998-07-23,56,66,50,,,
1998-07-24,56,65,48,,,
1998-07-25,55,65,48,,,
1998-07-26,52,60,48,,,
1998-07-27,55,65,47,,,
1998-07-28,58,66,51,,,
1998-07-29,59,65,50,,,
1998-07-30,58,66,48,,,
1998-07-31,57,64,50,,,
1998-08-01,62,71,52,,,
1998-08-02,62,71,53,,,
1998-08-03,50,52,48,,,
1998-08-04,51,57,46,,,
1998-08-05,54,61,47,,,
1998-08-06,54,62,49,,,
1998-08-07,53,62,47,,,
1998-08-08,50,59,46,,,
1998-08-09,50,58,44,,,
1998-08-10,47,53,45,,,
1998-08-11,50,56,43,,,
1998-08-12,47,51,43,,,
1998-08-13,49,56,44,,,
1998-08-14,52,57,45,,,
1998-08-15,48,54,43,,,
1998-08-16,46,51,41,,,
1998-08-17,44,49,40,,,
1998-08-18,38,42,35,,,
1998-08-19,44,55,35,,,
1998-08-20,51,59,45,,,
1998-08-21,48,56,44,,,
1998-08-22,45,50,40,,,
1998-08-23,48,58,36,,,
1998-08-24,52,59,45,,,
1998-08-25,51,61,45,,,
1998-08-26,51,60,45,,,
1998-08-27,43,45,41,,,
1998-08-28,46,55,39,,,
1998-08-29,42,46,40,,,
1998-08-30,45,55,37,,,
1998-08-31,44,54,36,,,
1998-09-01,49,54,44,,,
1998-09-02,48,57,41,,,
1998-09-03,45,55,40,,,
1998-09-04,47,55,41,,,
1998-09-05,51,61,40,,,
1998-09-06,46,52,36,,,
1998-09-07,45,53,42,,,
1998-09-08,41,45,37,,,
1998-09-09,39,50,31,,,
1998-09-10,35,47,25,,,
1998-09-11,34,42,27,,,
1998-09-12,34,41,29,,,
1998-09-13,32,35,29,,,
1998-09-14,28,32,23,,,
1998-09-15,30,39,19,,,
1998-09-16,36,40,32,,,
1998-09-17,45,54,39,,,
1998-09-18,48,56,42,,,
1998-09-19,48,58,40,,,
1998-09-20,48,52,43,,,
1998-09-21,40,43,37,,,
1998-09-22,38,47,30,,,
1998-09-23,38,53,28,,,
1998-09-24,35,39,32,,,
1998-09-25,35,39,31,,,
1998-09-26,35,39,31,,,
1998-09-27,31,33,29,,,
1998-09-28,30,32,28,,,
1998-09-29,31,38,26,,,
1998-09-30,25,30,17,,,
1998-10-01,24,35,16,,,
1998-10-02,26,36,18,,,
1998-10-03,23,35,15,,,
1998-10-04,26,34,20,,,
1998-10-05,21,26,17,,,
1998-10-06,17,25,13,,,
1998-10-07,17,26,10,,,
1998-10-08,21,30,15,,,
1998-10-09,27,38,19,,,
1998-10-10,30,36,24,,,
1998-10-11,28,35,22,,,
1998-10-12,27,40,20,,,
1998-10-13,23,31,17,,,
1998-10-14,26,33,20,,,
1998-10-15,19,26,9,,,
1998-10-16,21,24,18,,,
1998-10-17,19,21,16,,,
1998-10-18,17,19,13,,,
1998-10-19,17,22,10,,,
1998-10-20,16,19,14,,,
1998-10-21,14,18,12,,,
1998-10-22,9,16,4,,,
1998-10-23,11,18,2,,,
1998-10-24,22,27,18,,,
1998-10-25,27,35,18,,,
1998-10-26,20,25,18,,,
1998-10-27,20,24,18,,,
1998-10-28,15,19,10,,,
1998-10-29,13,21,6,,,
1998-10-30,13,17,7,,,
1998-10-31,10,15,5,,,
1998-11-01,11,20,1,,,
1998-11-02,24,32,14,,,
1998-11-03,12,19,7,,,
1998-11-04,17,24,7,,,
1998-11-05,18,24,12,,,
1998-11-06,18,21,15,,,
1998-11-07,22,25,17,,,
1998-11-08,16,25,6,,,
1998-11-09,1,10,-3,,,
1998-11-10,-6,1,-11,,,
1998-11-11,-6,-1,-13,,,
1998-11-12,-5,-3,-7,,,
1998-11-13,-9,-6,-15,,,
1998-11-14,-12,0,-15,,,
1998-11-15,-10,2,-15,,,
1998-11-16,-8,-3,-11,,,
1998-11-17,-4,5,-7,,,
1998-11-18,-5,-2,-8,,,
1998-11-19,-12,-9,-15,,,
1998-11-22,-1,-1,-1,,,
1998-11-25,-1,2,-5,,,
1998-11-26,-7,-4,-11,,,
1998-11-27,-5,-2,-10,,,
1998-11-28,-4,6,-9,,,
1998-11-29,2,7,-3,,,
1998-11-30,7,10,6,,,
1998-12-02,-9,-6,-10,,,
1998-12-03,-8,,-10,,,
1998-12-04,3,9,,,,
1998-12-05,2,11,,,,
1998-12-06,-8,,-10,,,
1998-12-07,-4,3,-10,,,
1998-12-08,1,7,-4,,,
1998-12-09,-1,8,-9,,,
1998-12-10,-4,0,-8,,,
1998-12-11,-8,6,-15,,,
1998-12-12,3,6,,,,
1998-12-13,-9,,-13,,,
1998-12-14,-13,-11,-16,,,
1998-12-15,-17,-13,-21,,,
1998-12-16,-14,-12,-19,,,
1998-12-17,-22,,-25,,,
1998-12-18,-3,5,,,,
1998-12-19,6,,5,,,
1998-12-20,16,21,,,,
1998-12-21,21,23,17,,,
1998-12-22,13,16,11,,,
1998-12-23,8,12,3,,,
1998-12-24,4,7,1,,,
1998-12-25,4,6,-3,,,
1998-12-26,3,8,-6,,,
1998-12-27,-10,-7,-12,,,
1998-12-28,-18,-12,-24,,,
1998-12-29,-19,-11,-25,,,
1998-12-30,-12,-6,-17,,,
1998-12-31,-15,-11,-17,,,
1999-01-01,-11,-6,-18,,,
1999-01-02,-9,3,-17,,,
1999-01-03,-5,-1,-8,,,
1999-01-04,-11,-8,-15,,,
1999-01-05,-8,-6,-14,,,
1999-01-06,-19,-15,-21,,,
1999-01-07,-22,-17,-29,,,
1999-01-08,-24,-17,-29,,,
1999-01-09,-27,-22,-29,,,
1999-01-10,-24,-16,-29,,,
1999-01-11,-17,-10,-23,,,
1999-01-12,-4,12,-22,,,
1999-01-13,2,14,-12,,,
1999-01-14,6,14,-5,,,
1999-01-15,8,11,5,,,
1999-01-16,3,6,-2,,,
1999-01-17,-7,-1,-9,,,
1999-01-18,-11,-4,-23,,,
1999-01-19,-23,-18,-29,,,
1999-01-20,-28,-26,-29,,,
1999-01-21,-24,-11,-30,,,
1999-01-22,-3,4,-10,,,
1999-01-23,11,14,5,,,
1999-01-24,15,18,11,,,
1999-01-25,4,11,-15,,,
1999-01-26,-25,-15,-31,,,
1999-01-27,-29,-24,-32,,,
1999-01-28,-32,-27,-35,,,
1999-01-29,-36,-29,-42,,,
1999-01-30,-32,-28,-41,,,
1999-01-31,-32,-28,-35,,,
1999-02-01,-35,-34,-35,,,
1999-02-02,-31,-30,-33,,,
1999-02-03,-34,-33,-36,,,
1999-02-05,-29,-28,-30,,,
1999-02-06,-25,-23,-30,,,
1999-02-07,-27,-23,-31,,,
1999-02-11,-12,-7,-17,,,
1999-02-12,-10,-8,-12,,,
1999-02-14,4,6,0,,,
1999-02-15,4,9,-3,,,
1999-02-16,6,13,2,,,
1999-02-17,12,22,6,,,
1999-02-18,13,21,7,,,
1999-02-19,9,12,5,,,
1999-02-20,11,22,4,,,
1999-02-21,7,17,-2,,,
1999-02-22,1,8,-6,,,
1999-02-23,-1,5,-4,,,
1999-02-24,-3,1,-6,,,
1999-02-25,-7,1,-13,,,
1999-02-26,-10,0,-15,,,
1999-02-27,-9,-3,-12,,,
1999-02-28,-5,5,-13,,,
1999-03-01,-1,4,-7,,,
1999-03-02,-2,1,-4,,,
1999-03-03,-7,3,-16,,,
1999-03-04,-7,10,-17,,,
1999-03-05,-7,5,-13,,,
1999-03-06,-4,8,-10,,,
1999-03-07,-8,5,-20,,,
1999-03-08,-15,-11,-20,,,
1999-03-09,-15,-10,-21,,,
1999-03-10,-9,6,-19,,,
1999-03-11,-8,3,-16,,,
1999-03-12,6,22,-10,,,
1999-03-13,7,16,-6,,,
1999-03-14,7,24,-8,,,
1999-03-15,19,31,8,,,
1999-03-16,20,30,11,,,
1999-03-17,16,25,9,,,
1999-03-18,13,26,5,,,
1999-03-19,15,30,5,,,
1999-03-20,14,31,3,,,
1999-03-21,22,40,9,,,
1999-03-22,14,23,6,,,
1999-03-23,15,26,7,,,
1999-03-24,21,37,10,,,
1999-03-25,7,15,-5,,,
1999-03-26,-8,-2,-16,,,
1999-03-27,-17,-10,-22,,,
1999-03-28,-14,-4,-23,,,
1999-03-29,-10,1,-19,,,
1999-03-30,-6,7,-19,,,
1999-03-31,2,20,-11,,,
1999-04-01,10,25,-5,,,
1999-04-02,19,25,11,,,
1999-04-03,12,20,3,,,
1999-04-04,18,27,8,,,
1999-04-05,20,32,6,,,
1999-04-06,22,31,12,,,
1999-04-07,11,20,6,,,
1999-04-08,11,20,2,,,
1999-04-09,10,20,-2,,,
1999-04-10,7,22,-6,,,
1999-04-11,10,21,0,,,
1999-04-12,14,32,3,,,
1999-04-13,27,36,8,,,
1999-04-14,33,44,23,,,
1999-04-15,29,38,20,,,
1999-04-16,34,44,26,,,
1999-04-17,41,50,31,,,
1999-04-18,43,55,29,,,
1999-04-19,37,52,23,,,
1999-04-20,33,52,15,,,
1999-04-21,41,51,19,,,
1999-04-22,19,29,9,,,
1999-04-23,19,29,12,,,
1999-04-24,21,31,12,,,
1999-04-25,20,30,9,,,
1999-04-26,13,26,0,,,
1999-04-27,8,21,-6,,,
1999-04-28,19,32,3,,,
1999-04-29,30,43,10,,,
1999-04-30,33,42,27,,,
1999-05-01,32,41,26,,,
1999-05-02,23,27,17,,,
1999-05-03,19,25,7,,,
1999-05-04,12,17,5,,,
1999-05-05,22,30,12,,,
1999-05-06,28,36,21,,,
1999-05-07,32,43,20,,,
1999-05-08,34,43,25,,,
1999-05-09,42,51,29,,,
1999-05-10,44,52,34,,,
1999-05-11,48,61,34,,,
1999-05-12,49,58,37,,,
1999-05-13,51,61,39,,,
1999-05-14,50,58,38,,,
1999-05-15,40,52,28,,,
1999-05-16,38,50,25,,,
1999-05-17,29,36,21,,,
1999-05-18,32,42,18,,,
1999-05-19,40,49,27,,,
1999-05-20,36,46,22,,,
1999-05-21,36,44,26,,,
1999-05-22,45,58,28,,,
1999-05-23,53,63,39,,,
1999-05-24,52,62,41,,,
1999-05-25,51,59,43,,,
1999-05-26,49,56,41,,,
1999-05-27,50,61,41,,,
1999-05-28,47,58,36,,,
1999-05-29,47,58,36,,,
1999-05-30,45,52,40,,,
1999-05-31,45,52,38,,,
1999-06-01,48,56,38,,,
